sentiment,message,Tweet
1,How comics can help us talk about climate change https://t.co/YyUuphYQ9z #Article #ClimateEnergy,How comics can help us talk about climate change  #Article #ClimateEnergy
0,@LBC climate change protesters are causing traffic chaos and causing car journeys to take longer? Isn't this causing more pollution? Ironic,@LBC climate change protesters are causing traffic chaos and causing car journeys to take longer? Isn't this causing more pollution? Ironic
0,Could the US face punishing tariffs over climate change? Maybe. #climate https://t.co/bLr8kmetLs,Could the US face punishing tariffs over climate change? Maybe. #climate 
1,"From 60s and raining yesterday to 30s and snowing today, if you don't think climate change is real, please educate yourself.","From 60s and raining yesterday to 30s and snowing today, if you don't think climate change is real, please educate yourself."
0,Kentut dari hewan-hewan purba adalah penyebab utama global warming di zaman dinosaurus. [BBCnews],Kentut dari hewan-hewan purba adalah penyebab utama global warming di zaman dinosaurus. [BBCnews]
0,Kentut dari hewan-hewan purba adalah penyebab utama global warming di zaman dinosaurus. [BBCnews],Kentut dari hewan-hewan purba adalah penyebab utama global warming di zaman dinosaurus. [BBCnews]
1,"Donald #TrumpÃ¢â‚¬â„¢s first staff picks all deny the threat of climate change | By @ngeiling
https://t.co/crVaThJXIJ","Donald #TrumpÃ¢â‚¬â„¢s first staff picks all deny the threat of climate change | By @ngeiling
"
2,Octopus in the parking garage is climate changeÃ¢â‚¬â„¢s canary in the coal mine https://t.co/JHymxfmxe7,Octopus in the parking garage is climate changeÃ¢â‚¬â„¢s canary in the coal mine 
1,Good thing climate change is a hoax perpetuated by the Chinese. I was starting to get worried about this mild weather. Silly me.,Good thing climate change is a hoax perpetuated by the Chinese. I was starting to get worried about this mild weather. Silly me.
-1,@NatGeo meanwhile the dinosaurs don't give a Ã°Å¸â€™Â©about your global warming/destruction caused by humans posts...,@NatGeo meanwhile the dinosaurs don't give a Ã°Å¸â€™Â©about your global warming/destruction caused by humans posts...
1,"@HendyGardenLove ...and all climate change deniers, no doubt! HELP!!!!","@HendyGardenLove ...and all climate change deniers, no doubt! HELP!!!!"
1,@StJohnsTelegram It's amassing that anyone can remotely entertain the idea that we do not need to sit up and pay attention to climate change,@StJohnsTelegram It's amassing that anyone can remotely entertain the idea that we do not need to sit up and pay attention to climate change
1,Trump will be the only world leader to deny climate change. https://t.co/0U7EeN7Aci via @slate,Trump will be the only world leader to deny climate change.  via @slate
2,"Mangrove, bamboo planting to adverse climate change effects | https://t.co/kk5dGp99C5","Mangrove, bamboo planting to adverse climate change effects | "
-1,"What a joke, does @BorisJohnson believe in man made climate change?
Another lie and fraud by Johnson I think #NAD https://t.co/3s5rIBfiIy","What a joke, does @BorisJohnson believe in man made climate change?
Another lie and fraud by Johnson I think #NAD "
2,"#weather Climate talks: Ã¢â‚¬ËœSave usÃ¢â‚¬â„¢ from global warming, US urged Ã¢â‚¬â€œ BBC News https://t.co/lscMZxAAOE #forecast","#weather Climate talks: Ã¢â‚¬ËœSave usÃ¢â‚¬â„¢ from global warming, US urged Ã¢â‚¬â€œ BBC News  #forecast"
1,"I don't blame any on e generation shits been snow balling for generations, climate change may stop those things. HoÃ¢â‚¬Â¦ https://t.co/cfgD1YpohX","I don't blame any on e generation shits been snow balling for generations, climate change may stop those things. HoÃ¢â‚¬Â¦ "
1,Wearing shorts mid- November butttt global warming is just a hoax,Wearing shorts mid- November butttt global warming is just a hoax
-1,"The greatest danger to America is not ISIS, Russia, or climate change--it's Barack HUSSEIN Obama. https://t.co/5cLNF0TDG6","The greatest danger to America is not ISIS, Russia, or climate change--it's Barack HUSSEIN Obama. "
2,Indigenous Latin American women craft climate change solutions in Marrakech #cop22 https://t.co/lEliHa3kdx,Indigenous Latin American women craft climate change solutions in Marrakech #cop22 
-1,@TedAbram1 @wattsupwiththat you kooks...climate change is s hoax. What good is raising taxes going to do to control the weather?,@TedAbram1 @wattsupwiththat you kooks...climate change is s hoax. What good is raising taxes going to do to control the weather?
1,"@joshtpm @nickconfessore They call people of color criminals and university professors propagandists, and blame climate change on gays.","@joshtpm @nickconfessore They call people of color criminals and university professors propagandists, and blame climate change on gays."
1,RT WHLive: Ã¢â‚¬Å“WeÃ¢â‚¬â„¢ve promoted clean energy and weÃ¢â‚¬â„¢ve lead the global fight against climate change.Ã¢â‚¬ï† Ã¢â‚¬â€POTUS on the progress we've made to #ActoÃ¢â‚¬Â¦,RT WHLive: Ã¢â‚¬Å“WeÃ¢â‚¬â„¢ve promoted clean energy and weÃ¢â‚¬â„¢ve lead the global fight against climate change.Ã¢â‚¬ï† Ã¢â‚¬â€POTUS on the progress we've made to #ActoÃ¢â‚¬Â¦
1,@chrispydog Green/Left divorced arguments over global warming from evidence &amp; science to push wind/solar solution against nuclear. Foolish.,@chrispydog Green/Left divorced arguments over global warming from evidence &amp; science to push wind/solar solution against nuclear. Foolish.
2,Rex Murphy: Curb your climate change enthusiasm https://t.co/JcvG14NQCp via @fullcomment,Rex Murphy: Curb your climate change enthusiasm  via @fullcomment
0,"Sad , but trump shouldn't worry about climate change https://t.co/jOoPVGOLUW","Sad , but trump shouldn't worry about climate change "
2,Fear US may lose focus on climate change challenge via @RTENewsNow @DenisNaughten https://t.co/CsPSIEPOFY,Fear US may lose focus on climate change challenge via @RTENewsNow @DenisNaughten 
-1,"@RonColeman didn't even read it, going to assume it's about global warming
climate alarmists are anti-science, it has become a religion","@RonColeman didn't even read it, going to assume it's about global warming
climate alarmists are anti-science, it has become a religion"
0,"China to Trump on 'climate change history'

-not Chinese hoax. Regan and Bush uses to complain to China about man made climate change","China to Trump on 'climate change history'

-not Chinese hoax. Regan and Bush uses to complain to China about man made climate change"
2,Mother nature vs. climate change - Jordan Times https://t.co/Ns2A94nKkn,Mother nature vs. climate change - Jordan Times 
2,@HawaiiDelilah Radical energy shift needed to meet 1.5C global warming target: IEA https://t.co/Z2xLWdaJA1 via @Reuters,@HawaiiDelilah Radical energy shift needed to meet 1.5C global warming target: IEA  via @Reuters
1,Talk about climate change for a minute. Very Important #bumblebut @markiplier,Talk about climate change for a minute. Very Important #bumblebut @markiplier
1,"https://t.co/LN7lPFrfpJ
We need all hands on deck to fight those who deny climate change and profit from killing our future generations.","
We need all hands on deck to fight those who deny climate change and profit from killing our future generations."
-1,@Judetruth @SteveSGoddard you believe in the global warming hoax?,@Judetruth @SteveSGoddard you believe in the global warming hoax?
0,I liked a @YouTube video from @janhelfeld1 https://t.co/1eUfXTPzS5 Mining lobbyst explodes on climate change,I liked a @YouTube video from @janhelfeld1  Mining lobbyst explodes on climate change
0,@nickgillespie 'Steve Bannon' is new 'climate change.',@nickgillespie 'Steve Bannon' is new 'climate change.'
1,@realDonaldTrump what will it take for you to open your eyes to global warming!! Help the oil and gas companies?!,@realDonaldTrump what will it take for you to open your eyes to global warming!! Help the oil and gas companies?!
-1,@GhostPanther Facts: 'man made' climate change is the hoax. No macro evolution only micro. Sexual identity developed between ages 3-7.,@GhostPanther Facts: 'man made' climate change is the hoax. No macro evolution only micro. Sexual identity developed between ages 3-7.
2,How algae could make global warming worse https://t.co/zeAIN4pjb0 https://t.co/F8WqEpFfaA,How algae could make global warming worse  
1,yay it's snowing!! even tho today had a high of 69!!! that just proves climate change isn't real!! it was all an elaborate hoax!!,yay it's snowing!! even tho today had a high of 69!!! that just proves climate change isn't real!! it was all an elaborate hoax!!
2,200 nations vow to keep fighting climate change: Ã¢â‚¬Â¦ highest political commitment toÃ¢â‚¬Â¦ https://t.co/zGBT58U9Ge #ClimateChange #GlobalWarming,200 nations vow to keep fighting climate change: Ã¢â‚¬Â¦ highest political commitment toÃ¢â‚¬Â¦  #ClimateChange #GlobalWarming
1,"So @realDonaldTrump , how do you explain the 70 degree weather we had in Scranton here today &amp; now snow if global warming is 'made up'?","So @realDonaldTrump , how do you explain the 70 degree weather we had in Scranton here today &amp; now snow if global warming is 'made up'?"
1,"global warming is real, and caused by humans","global warming is real, and caused by humans"
2,ScienceChannel: Reindeer in the Arctic are dying from extreme weather likely caused by climate change. Ã¢â‚¬Â¦ https://t.co/RYNxLMnyQv,ScienceChannel: Reindeer in the Arctic are dying from extreme weather likely caused by climate change. Ã¢â‚¬Â¦ 
2,Octopus in the parking garage is climate change's canary in the coal mine - Miami Herald https://t.co/rquQE1u7TL,Octopus in the parking garage is climate change's canary in the coal mine - Miami Herald 
1,A 1.5Ã¢â€žÆ’ rise in global warming will bring climate chaos. Is the government helping? #HR Found at https://t.co/W3WYUuGz31,A 1.5Ã¢â€žÆ’ rise in global warming will bring climate chaos. Is the government helping? #HR Found at 
2,"Tanzania needs Sh132tr to fight climate change

Tanzania needs $60 billion (Sh132 trillion) for mitigation of... https://t.co/zkob788xjA","Tanzania needs Sh132tr to fight climate change

Tanzania needs $60 billion (Sh132 trillion) for mitigation of... "
0,tfw u leave work and its hailing and raining but it was 60 yesterday thank u global warming,tfw u leave work and its hailing and raining but it was 60 yesterday thank u global warming
2,Octopus in the parking garage is climate changeÃ¢â‚¬â„¢s canary in the coal mine https://t.co/OK6vnoujz4,Octopus in the parking garage is climate changeÃ¢â‚¬â„¢s canary in the coal mine 
1,this is mostly linked to the fact they're all scientists and acknowledge the fact climate change is real,this is mostly linked to the fact they're all scientists and acknowledge the fact climate change is real
2,"Pennsylvania: New fracking reports clash over effects on health, environment, climate change https://t.co/YELNdnZwd1","Pennsylvania: New fracking reports clash over effects on health, environment, climate change "
2,"Climate talks: 'Save us' from global warming, US urged - BBC Newsn https://t.co/jLGgZk2ki9","Climate talks: 'Save us' from global warming, US urged - BBC Newsn "
1,How to green the world's deserts and reverse climate change | Allan Savory https://t.co/lYwtQN6ZlQ via @YouTube,How to green the world's deserts and reverse climate change | Allan Savory  via @YouTube
2,Momentum on climate change poses hurdle for Trump - San Antonio Express-News (subscription) https://t.co/yUCj24au6A,Momentum on climate change poses hurdle for Trump - San Antonio Express-News (subscription) 
0,@tinycarebot what if u afraid that nature is getting fucked up by global warming,@tinycarebot what if u afraid that nature is getting fucked up by global warming
0,"So we lose the Maldives, that's ok' - Hartley-Brewer debates climate change with @GreenJennyJones talkRADIO https://t.co/Lmu1rhtZ1l","So we lose the Maldives, that's ok' - Hartley-Brewer debates climate change with @GreenJennyJones talkRADIO "
1,"@Greenpeace when it comes to envoriment,climate change,we are in the same boat https://t.co/fdWRtN8NkN","@Greenpeace when it comes to envoriment,climate change,we are in the same boat "
2,Plants appear to be trying to rescue us from climate change https://t.co/wXJkO330zi,Plants appear to be trying to rescue us from climate change 
0,@ajthompson13 @ArbyHyde @kaupapa @johnkeypm @TVONENZ @Vance world's elite are doing as much about that as they're doing about climate change,@ajthompson13 @ArbyHyde @kaupapa @johnkeypm @TVONENZ @Vance world's elite are doing as much about that as they're doing about climate change
1,"@SenatorMRoberts Global warming is real. I know the other liberal nonsense has no scientific basis, but global warming does.","@SenatorMRoberts Global warming is real. I know the other liberal nonsense has no scientific basis, but global warming does."
1,"Slowing global warming by feeding cows seaweed so they fart less.

I am not making this up.

This is science. https://t.co/DwsuewcCE2","Slowing global warming by feeding cows seaweed so they fart less.

I am not making this up.

This is science. "
0,Grandma just said she doesn't believe in climate change lol,Grandma just said she doesn't believe in climate change lol
2,"Trump is quite right to dump the Paris agreement on climate change and so should we, says Dominic Lawson. (Ã‚Â£) https://t.co/BtcJG52GnU","Trump is quite right to dump the Paris agreement on climate change and so should we, says Dominic Lawson. (Ã‚Â£) "
1,#climatechange I wonder when we'll get the first reports of criticisms of the scientific community for UNDERESTIMATING global warming risks.,#climatechange I wonder when we'll get the first reports of criticisms of the scientific community for UNDERESTIMATING global warming risks.
0,"@swirlOsquirrel Smoke another joint, grab a tea, and get on with how Comey lost the election, our global warming. Ur entertaining.","@swirlOsquirrel Smoke another joint, grab a tea, and get on with how Comey lost the election, our global warming. Ur entertaining."
2,"BBC News - Climate talks: 'Save us' from global warming, US urged https://t.co/JYLor2p7IH we can do it if we stick together #oneworld","BBC News - Climate talks: 'Save us' from global warming, US urged  we can do it if we stick together #oneworld"
1,"Retweeted CECHR (@CECHR_UoD):

Morocco plants millions of trees along roads to fight climate change... https://t.co/CmEwgIBkBO","Retweeted CECHR (@CECHR_UoD):

Morocco plants millions of trees along roads to fight climate change... "
2,@LauraSeydel Radical energy shift needed to meet 1.5C global warming target: IEA https://t.co/Z2xLWdaJA1 via @Reuters,@LauraSeydel Radical energy shift needed to meet 1.5C global warming target: IEA  via @Reuters
0,Harry is introducing someone to the dangers of global warming tomorrow,Harry is introducing someone to the dangers of global warming tomorrow
0,@VerstegenWX F*ck me! I'm being told to turn my TV off at the wall to help fight global warming but look at all those planes in the sky!,@VerstegenWX F*ck me! I'm being told to turn my TV off at the wall to help fight global warming but look at all those planes in the sky!
0,"https://t.co/xpPRyMX4PT 
Eye opener how do scientists FEEL about climate change. https://t.co/dAit5Vhlrh"," 
Eye opener how do scientists FEEL about climate change. "
-1,@sendboyle @realDonaldTrump nuclear war is a bigger danger than climate change https://t.co/8rY6PJxQci,@sendboyle @realDonaldTrump nuclear war is a bigger danger than climate change 
-1,Just found this. An environmental cover-up to substantiate the global warming narrative? @FrankMcveety https://t.co/0FiJxfL07t,Just found this. An environmental cover-up to substantiate the global warming narrative? @FrankMcveety 
1,"@Jackthelad1947 Trump @realDonaldTrump will only believe in global warming until his own Towers, Hotels &amp; Casinos are under water, LOL!","@Jackthelad1947 Trump @realDonaldTrump will only believe in global warming until his own Towers, Hotels &amp; Casinos are under water, LOL!"
0,More than 190 countries just subtweeted Trump on global warming - https://t.co/KwHejZpFe6,More than 190 countries just subtweeted Trump on global warming - 
0,"USDA will reprioritize $43 million for safety &amp; restoration efforts in CA, but says limited resources &amp; climate change limit efforts. 2/2","USDA will reprioritize $43 million for safety &amp; restoration efforts in CA, but says limited resources &amp; climate change limit efforts. 2/2"
1,"TrumpÃ¢â‚¬â„¢s chief strategist is a racist, misogynist, #climate change denier. We must #StopBannon. Sign on &amp; share: https://t.co/3qnpAmN7DH","TrumpÃ¢â‚¬â„¢s chief strategist is a racist, misogynist, #climate change denier. We must #StopBannon. Sign on &amp; share: "
0,@_mackenziemaee @FieldNigra @Southergirl76 polar bears for global warming,@_mackenziemaee @FieldNigra @Southergirl76 polar bears for global warming
0,@pulbora dahil ba sa climate change? Ã°Å¸Ëœâ€¦Ã°Å¸Ëœâ€š nagtatampo ako sayo di mo pinapansin yung tinag ko sayo sa fb!!!,@pulbora dahil ba sa climate change? Ã°Å¸Ëœâ€¦Ã°Å¸Ëœâ€š nagtatampo ako sayo di mo pinapansin yung tinag ko sayo sa fb!!!
1,just put on dicaprios global warming documentary okay ready to feel horrible,just put on dicaprios global warming documentary okay ready to feel horrible
0,"When you let fear in, evil will be along soon too in form of global warming, climate change, clean air &amp; energy, &amp; ocean 'acid' lies. #waleg","When you let fear in, evil will be along soon too in form of global warming, climate change, clean air &amp; energy, &amp; ocean 'acid' lies. #waleg"
2,Generals sound alarm over climate change at Halifax International Security Forum' https://t.co/JeJ6NxJ35I #climatechange #security #drought,Generals sound alarm over climate change at Halifax International Security Forum'  #climatechange #security #drought
1,"@Magdalena_Feru @barussell4 extreme polarized politics, racism, climate change, war to name a few.. #Trump did say some disturbing things.","@Magdalena_Feru @barussell4 extreme polarized politics, racism, climate change, war to name a few.. #Trump did say some disturbing things."
1,"@Laroquod i mean unemployment, income inequlaity, climate change, etc, IN GENERAL. I find those more important than trigger-happy online ppl","@Laroquod i mean unemployment, income inequlaity, climate change, etc, IN GENERAL. I find those more important than trigger-happy online ppl"
0,@FvCKRvCISM @CNN our president-elect thinks climate change isn't real too.,@FvCKRvCISM @CNN our president-elect thinks climate change isn't real too.
0,Are u serious.. I thought this global warming shit was working https://t.co/9d4REJ1nOS,Are u serious.. I thought this global warming shit was working 
2,Donald Trump expected to slash Nasa's climate change budget in favour of sending humans back to the moon - and beyond,Donald Trump expected to slash Nasa's climate change budget in favour of sending humans back to the moon - and beyond
0,I feel like climate change is personally attacking canada this week,I feel like climate change is personally attacking canada this week
1,"Some ppl need to get their head out, we caused climate change, we are the only way to fix it https://t.co/DRVIXDtLt4","Some ppl need to get their head out, we caused climate change, we are the only way to fix it "
1,"Re-imagining energy supplies', but not a word about global warming - utter lack of vision https://t.co/PqVQscZib5 via @BBC_Future","Re-imagining energy supplies', but not a word about global warming - utter lack of vision  via @BBC_Future"
1,Amazing how with all his knowledge Ben Carson believes climate change is a hoax.,Amazing how with all his knowledge Ben Carson believes climate change is a hoax.
1,"@steph93065 @Coyote921 You said you deny science and climate change, that's pretty unambiguous.","@steph93065 @Coyote921 You said you deny science and climate change, that's pretty unambiguous."
2,Legend @simoncbradshaw -#COP22 climate change talks making progress despite Donald Trump's shadow https://t.co/QfQMko1gn5 via @RAPacificBeat,Legend @simoncbradshaw -#COP22 climate change talks making progress despite Donald Trump's shadow  via @RAPacificBeat
1,Smh at Donald Trump calling 'climate change a chinese hoax' when in reality it is happening now! @elliegoulding https://t.co/54RFJzdZWp,Smh at Donald Trump calling 'climate change a chinese hoax' when in reality it is happening now! @elliegoulding 
1,@RiddlewpmSheri @seanhannity @BarackObama The world will end for the humans if we don't do anything about the climate change.,@RiddlewpmSheri @seanhannity @BarackObama The world will end for the humans if we don't do anything about the climate change.
1,"If you are a Christian stand for the truth of climate change, God wants us to protect and save creation. Stop being ignorant","If you are a Christian stand for the truth of climate change, God wants us to protect and save creation. Stop being ignorant"
-1,"I'll start believing in global warming the day my feet, Michigan's polar icecaps, begin to feel again.","I'll start believing in global warming the day my feet, Michigan's polar icecaps, begin to feel again."
1,"@ksenapathy Yes. Evidence on pro-GMO stance. Trump's ideas on climate change, economy, &amp; almost everything else poor. DT not proscience.","@ksenapathy Yes. Evidence on pro-GMO stance. Trump's ideas on climate change, economy, &amp; almost everything else poor. DT not proscience."
1,@JacquiLambie oh God don't you jump on the 'science is wrong climate change denying nut bag train' too,@JacquiLambie oh God don't you jump on the 'science is wrong climate change denying nut bag train' too
2,Scientists say it could already be 'game over' for climate change https://t.co/Rh2nNfontS #worldnews #news #breakingnews,Scientists say it could already be 'game over' for climate change  #worldnews #news #breakingnews
2,Will China lead on climate change as green technology booms? https://t.co/wRTeXEK5y0 #Moraltime,Will China lead on climate change as green technology booms?  #Moraltime
1,"We must rethink globalization, or Trumpism will prevail..the main challenges..rise in inequality &amp; global warming' https://t.co/gkDTzU5MrO","We must rethink globalization, or Trumpism will prevail..the main challenges..rise in inequality &amp; global warming' "
1,"Africa's soils are under threat, especially from climate change. So now what? https://t.co/6CVeBrclWD @cgiarclimateÃ¢â‚¬Â¦ https://t.co/zn1sqlOHjl","Africa's soils are under threat, especially from climate change. So now what?  @cgiarclimateÃ¢â‚¬Â¦ "
1,"COMMENT: As doctors, we are worried about climate change https://t.co/5DvfS48u7D","COMMENT: As doctors, we are worried about climate change "
1,This is an amazing development in the area of climate change research. Our scientist that have been studying the iÃ¢â‚¬Â¦ https://t.co/GQddlvI1Hj,This is an amazing development in the area of climate change research. Our scientist that have been studying the iÃ¢â‚¬Â¦ 
2,"Climate talks: 'Save us' from global warming, US urged @BBCNews #geographyteacher #climatechange https://t.co/dPekzSv6XT","Climate talks: 'Save us' from global warming, US urged @BBCNews #geographyteacher #climatechange "
1,California wealthy cos of green jobs. What is point of avoiding climate change policies &amp; withholding said employment opportunities @QandA,California wealthy cos of green jobs. What is point of avoiding climate change policies &amp; withholding said employment opportunities @QandA
1,With climate change we get extreme weather via /r/climate https://t.co/kdlRg9ukBA #rejectcapitalism #socialism #enÃ¢â‚¬Â¦ https://t.co/7BP26tWYrX,With climate change we get extreme weather via /r/climate  #rejectcapitalism #socialism #enÃ¢â‚¬Â¦ 
2,Moroccan vault protects seeds from climate change and war #RABAT #Morocco #seedbank https://t.co/RO9t0IK4HQ https://t.co/7FqCCuyFqT,Moroccan vault protects seeds from climate change and war #RABAT #Morocco #seedbank  
0,"Do you experience climate change?Ã°Å¸Å’â€¦Ã¢Ëœâ€
#assignment","Do you experience climate change?Ã°Å¸Å’â€¦Ã¢Ëœâ€
#assignment"
0,Mondo: 4 PMI su 5 temono impatti del climate change sul business. Italia: rischio sottovalutato https://t.co/TNJ4wedF41,Mondo: 4 PMI su 5 temono impatti del climate change sul business. Italia: rischio sottovalutato 
0,I wouldn't hate it if global warming would kick in this morning.,I wouldn't hate it if global warming would kick in this morning.
2,How comics can help us talk about climate change https://t.co/HVBhNQ25Zm via @grist,How comics can help us talk about climate change  via @grist
2,"With droughts and downpours, climate change feeds Chesapeake Bay algal b https://t.co/z9JIjAkugd","With droughts and downpours, climate change feeds Chesapeake Bay algal b "
-1,There has been no statistically significant global warming in about 17 years. #climate,There has been no statistically significant global warming in about 17 years. #climate
1,I wish global warming meant that I would be warm right now. There are so many reasons to hate global warming.,I wish global warming meant that I would be warm right now. There are so many reasons to hate global warming.
0,@CNN not bad it will give room for talks like brexit terrorism migrant crisis climate change etc&amp; how trump wants to sustain uk as an allie.,@CNN not bad it will give room for talks like brexit terrorism migrant crisis climate change etc&amp; how trump wants to sustain uk as an allie.
1,Climate deniers blame global warming on nature. This NASA data begs to differ https://t.co/y9QBkLwTBE,Climate deniers blame global warming on nature. This NASA data begs to differ 
0,@DressingCute and then I remembered global warming... never mind I'm packing flip flops,@DressingCute and then I remembered global warming... never mind I'm packing flip flops
1,We are all breathing a sigh of relief. Can he put a word in with the Big Guy re climate change or maybe the looming fascism? #PopeFrancis,We are all breathing a sigh of relief. Can he put a word in with the Big Guy re climate change or maybe the looming fascism? #PopeFrancis
1,"I'm sorry for my children, they are the ones who will suffer the effects of climate change'...hmm you should doublÃ¢â‚¬Â¦ https://t.co/ryQYh2zVOC","I'm sorry for my children, they are the ones who will suffer the effects of climate change'...hmm you should doublÃ¢â‚¬Â¦ "
0,HB420 [NEW] Relating to the admissibility of certain evidence relating to climate change or global warming in cer... https://t.co/Kuhjdavja9,HB420 [NEW] Relating to the admissibility of certain evidence relating to climate change or global warming in cer... 
0,@TheMorningSongs climate change,@TheMorningSongs climate change
1,The man that Donald Trump wants to oversee the EPA is a denier of climate change... This world is literally fucked,The man that Donald Trump wants to oversee the EPA is a denier of climate change... This world is literally fucked
1,"No matter what climate change deniers say, the principle of cause and effect is always in play. Our actions have consequences. Simple truth.","No matter what climate change deniers say, the principle of cause and effect is always in play. Our actions have consequences. Simple truth."
2,SARRC states urged to cooperate on climate change - Daily Times https://t.co/SgZobs2oz5,SARRC states urged to cooperate on climate change - Daily Times 
2,https://t.co/JSg6hbxiWp - RSS Channel: EU move brings landmark climate change treaty closer to reality https://t.co/S3eAudgiHf, - RSS Channel: EU move brings landmark climate change treaty closer to reality 
0,•global warming: before and after photoshop• https://t.co/CdjdSOQe0w,•global warming: before and after photoshop• 
1,@TulsiGabbard @Medium mention climate change? Wars will only increase when people lose water and food due to changing weather patterns,@TulsiGabbard @Medium mention climate change? Wars will only increase when people lose water and food due to changing weather patterns
0,I liked a @YouTube video https://t.co/vETmaFEKVN these intros will legit stop global warming,I liked a @YouTube video  these intros will legit stop global warming
1,"Trump’s Chief Strategist is a racist, misogynist, #climate change denier. We must #StopBannon. Sign on &amp; share: https://t.co/GnB3bkkMO8","Trump’s Chief Strategist is a racist, misogynist, #climate change denier. We must #StopBannon. Sign on &amp; share: "
2,"Donald Trump expected to slash Nasa's climate change budget in favour of sending humans back to the moon &amp; beyond 
https://t.co/1vDrD3Uyyr","Donald Trump expected to slash Nasa's climate change budget in favour of sending humans back to the moon &amp; beyond 
"
1,"So many people posting about standing rock, alt-right &amp; climate change. Eyes are being opened 👀 👍🏼","So many people posting about standing rock, alt-right &amp; climate change. Eyes are being opened 👀 👍🏼"
0,sorry for the global warming y'all i cannot help that i'm so dam hot oop ;((,sorry for the global warming y'all i cannot help that i'm so dam hot oop ;((
0,I enjoy what I predicted global warming.,I enjoy what I predicted global warming.
0,Las elecciones estadounidenses han sido como un tipping point y la elección de Trump como el runaway climate change: impredecibilidad futura,Las elecciones estadounidenses han sido como un tipping point y la elección de Trump como el runaway climate change: impredecibilidad futura
1,4 things you can do to stop Donald Trump from making climate change worse. https://t.co/yhB5Jp2ENE,4 things you can do to stop Donald Trump from making climate change worse. 
1,&gt;100 students will be challenged to look at pollution through the perspectives of sustainability and climate change https://t.co/dOs30hPvqM,&gt;100 students will be challenged to look at pollution through the perspectives of sustainability and climate change 
1,How climate change will destroy our world if we don't act quickly https://t.co/lNWC8GnZWa via @mashable,How climate change will destroy our world if we don't act quickly  via @mashable
1,"@iankatz1000 Because it's not news, it's waffle. Concentrate on the TPP, climate change denying, etc, etc. That's the important shit!","@iankatz1000 Because it's not news, it's waffle. Concentrate on the TPP, climate change denying, etc, etc. That's the important shit!"
1,Day 1 policy is to reverse all climate change policies https://t.co/JwKete4Y9a,Day 1 policy is to reverse all climate change policies 
1,"@HuffingtonPost Of course he did. Denies sexual assault, climate change, Trump U fraud. This is small stuff to him.","@HuffingtonPost Of course he did. Denies sexual assault, climate change, Trump U fraud. This is small stuff to him."
2,Wide split between #Republicans and #Democrats when it comes to #climate change: https://t.co/F9fol093Sg https://t.co/2zrNBExKOH,Wide split between #Republicans and #Democrats when it comes to #climate change:  
2,Philippines to get $8M for climate change measures: Lopez - ABS-CBN News https://t.co/z6RihAnV6r #Business,Philippines to get $8M for climate change measures: Lopez - ABS-CBN News  #Business
1,ESPECIALLY since our population is growing exponentially. 9 billion by 2050? Now's not the time for climate change deniers.,ESPECIALLY since our population is growing exponentially. 9 billion by 2050? Now's not the time for climate change deniers.
1,"We encourage you to come to a climate change activity on Nov. 25th from 3:00PM-5:00PM at Eton Centris, Activity Walk https://t.co/idRCep0iDN","We encourage you to come to a climate change activity on Nov. 25th from 3:00PM-5:00PM at Eton Centris, Activity Walk "
0,@Canoe Imagine that with global warming and all that stuff.,@Canoe Imagine that with global warming and all that stuff.
1,Deep sea coral faces climate change threat - https://t.co/YXzcW1iaaX https://t.co/h036ghsD6N,Deep sea coral faces climate change threat -  
-1,"You mean global warming really IS fake?

https://t.co/rupyvFGiea","You mean global warming really IS fake?

"
1,"If you don't believe in climate change, how sure are you? How much are you willing to risk on that belief without any caution?","If you don't believe in climate change, how sure are you? How much are you willing to risk on that belief without any caution?"
2,"Boris Johnson faces MPs over Farage, Trump and climate change https://t.co/wD8uftV0oc","Boris Johnson faces MPs over Farage, Trump and climate change "
2,A NASA scientist told us why Trump — his new boss — won't stop him from studying climate change - Business Insider https://t.co/CTAOy18zjv,A NASA scientist told us why Trump — his new boss — won't stop him from studying climate change - Business Insider 
2,"Kate Brown, other Western North American leaders reaffirm climate change fight https://t.co/UZy4TGC12N via @PDXBIZJournal","Kate Brown, other Western North American leaders reaffirm climate change fight  via @PDXBIZJournal"
0,@alipalajulieINQ @iammarlonramos pati daw global warming sya na din may kasalanan,@alipalajulieINQ @iammarlonramos pati daw global warming sya na din may kasalanan
2,Trump seems to be changing his mind on climate change https://t.co/ESANxHauoN https://t.co/Vv0o96d6N9,Trump seems to be changing his mind on climate change  
2,What's Donald Trump's position on climate change? All of them. https://t.co/McA8LWsV9Z https://t.co/NMdo1vsfh6,What's Donald Trump's position on climate change? All of them.  
1,"@LeLarBear notice, he's already walking back his climate change is a Chinese conspiracy nonsense from the campaign.","@LeLarBear notice, he's already walking back his climate change is a Chinese conspiracy nonsense from the campaign."
1,“Trump lines up staff to avoid international action on climate change” by @samanthadpage https://t.co/RFZKEMQCKR,“Trump lines up staff to avoid international action on climate change” by @samanthadpage 
2,Trump seems to be changing his mind on climate change https://t.co/CzYF4MTARb,Trump seems to be changing his mind on climate change 
2,Trump seems to be changing his mind on climate change https://t.co/Ue8OWJo7Gm,Trump seems to be changing his mind on climate change 
2,"In shift, Trump says humans may be causing global warming... #News #Seattle https://t.co/3b7pqkfqAS","In shift, Trump says humans may be causing global warming... #News #Seattle "
