sequence,labels_scores,technology,politics,finance,wildlife,label,score
Sharks help prevent climate change ,"{'wildlife': 0.7625749707221985, 'technology': 0.12179818004369736, 'politics': 0.06273550540208817, 'finance': 0.05289129912853241}",0.12179818004369736,0.06273550540208817,0.05289129912853241,0.7625749707221985,wildlife,0.7625749707221985
Dear Florida: You're gonna be real pissed when trump administration stops fighting against global warming and you're the first ones to goÃ°Å¸ï†Â¸Ã¢Ëœâ€¢Ã¯Â¸ï†,"{'politics': 0.923547089099884, 'technology': 0.04084024578332901, 'wildlife': 0.02346842922270298, 'finance': 0.012144227512180805}",0.04084024578332901,0.923547089099884,0.012144227512180805,0.02346842922270298,politics,0.923547089099884
@ggreenwald is Trump skeptic on the global warming or on the current political which handles it ? #globalwarming #politic,"{'politics': 0.9974808692932129, 'technology': 0.001103768590837717, 'wildlife': 0.0007599468226544559, 'finance': 0.0006554260617122054}",0.001103768590837717,0.9974808692932129,0.0006554260617122054,0.0007599468226544559,politics,0.9974808692932129
"@RSBNetwork Lets hope you deal with it, when food cost rises,gas,global warming,hate,violence,children being separated,families hungry! Ã°Å¸â„¢ï†","{'finance': 0.4509759247303009, 'politics': 0.30040737986564636, 'technology': 0.1890573501586914, 'wildlife': 0.059559404850006104}",0.1890573501586914,0.30040737986564636,0.4509759247303009,0.059559404850006104,finance,0.4509759247303009
One thing that is scary is Trump doesn't believe in climate change.....is not a belief it's a fact,"{'politics': 0.889823853969574, 'technology': 0.04697497934103012, 'wildlife': 0.036626286804676056, 'finance': 0.026574889197945595}",0.04697497934103012,0.889823853969574,0.026574889197945595,0.036626286804676056,politics,0.889823853969574
@jack_thebean I'd look into @MobilizeClimate. A lot of scientists estimate earth can't sustain 4 years of climate change denial. Scary shit,"{'politics': 0.5974125862121582, 'technology': 0.2257753163576126, 'wildlife': 0.0982726588845253, 'finance': 0.07853943109512329}",0.2257753163576126,0.5974125862121582,0.07853943109512329,0.0982726588845253,politics,0.5974125862121582
Do we really have a president that doesn't believe in global warming? How many people don't believe in global warming? WTF,"{'politics': 0.9006195068359375, 'technology': 0.05350881814956665, 'wildlife': 0.029529724270105362, 'finance': 0.016341980546712875}",0.05350881814956665,0.9006195068359375,0.016341980546712875,0.029529724270105362,politics,0.9006195068359375
Trump's first pick for 'environmental issues' is a person who proudly admits they're a climate change denier.,"{'politics': 0.9818384051322937, 'wildlife': 0.008669610135257244, 'technology': 0.00590252922847867, 'finance': 0.003589458065107465}",0.00590252922847867,0.9818384051322937,0.003589458065107465,0.008669610135257244,politics,0.9818384051322937
Having a phone without a headphone Jack will be like having a president who doesn't believe in climate change ,"{'technology': 0.9782451391220093, 'politics': 0.015842335298657417, 'finance': 0.0032022835221141577, 'wildlife': 0.0027102651074528694}",0.9782451391220093,0.015842335298657417,0.0032022835221141577,0.0027102651074528694,technology,0.9782451391220093
@SethMacFarlane @sciam meanwhile uses climate change to get permission in Ireland to build a wall around his property along a public river,"{'politics': 0.6379673480987549, 'technology': 0.25455373525619507, 'finance': 0.0802239328622818, 'wildlife': 0.027254939079284668}",0.25455373525619507,0.6379673480987549,0.0802239328622818,0.027254939079284668,politics,0.6379673480987549
I'm still confused on how y'all voted for a mafucka that think global warming ain't realÃ°Å¸ËœÂ´,"{'politics': 0.9004872441291809, 'technology': 0.04172579199075699, 'wildlife': 0.03369168937206268, 'finance': 0.024095308035612106}",0.04172579199075699,0.9004872441291809,0.024095308035612106,0.03369168937206268,politics,0.9004872441291809
Pakistan not contributor to global warming but suffered enormously: Justice Syed Mansoor Ali ,"{'politics': 0.4092487096786499, 'wildlife': 0.21690219640731812, 'finance': 0.20665916800498962, 'technology': 0.16718997061252594}",0.16718997061252594,0.4092487096786499,0.20665916800498962,0.21690219640731812,politics,0.4092487096786499
@JolyonMaugham @montie Trump &amp; Brexiters = the false promise of doing away with a major fear/inconvenience: climate change deniers 1 &amp; all.,"{'politics': 0.9483448266983032, 'technology': 0.028691543266177177, 'wildlife': 0.013392875902354717, 'finance': 0.009570693597197533}",0.028691543266177177,0.9483448266983032,0.009570693597197533,0.013392875902354717,politics,0.9483448266983032
They also have a song about global warming and how we should take care of our planet because we give it to our children,"{'wildlife': 0.342866450548172, 'technology': 0.25781914591789246, 'politics': 0.252460777759552, 'finance': 0.14685362577438354}",0.25781914591789246,0.252460777759552,0.14685362577438354,0.342866450548172,wildlife,0.342866450548172
@TomasFriedhoff @SymoneDSanders @PoppyHarlowCNN @brianstelter We will never get climate change with Trump.,"{'politics': 0.7315743565559387, 'technology': 0.11851528286933899, 'wildlife': 0.09442101418972015, 'finance': 0.05548935756087303}",0.11851528286933899,0.7315743565559387,0.05548935756087303,0.09442101418972015,politics,0.7315743565559387
"@RyanHoulihan I find the climate change aspect and Sarah Palin (to begin with) head of parks, it literally makes me sick.","{'politics': 0.9196751117706299, 'wildlife': 0.044594742357730865, 'technology': 0.023951908573508263, 'finance': 0.011778210289776325}",0.023951908573508263,0.9196751117706299,0.011778210289776325,0.044594742357730865,politics,0.9196751117706299
Is climate change real? Let's hope not... ,"{'wildlife': 0.425189733505249, 'technology': 0.24440336227416992, 'politics': 0.2065882831811905, 'finance': 0.12381856888532639}",0.24440336227416992,0.2065882831811905,0.12381856888532639,0.425189733505249,wildlife,0.425189733505249
Think we will have less 'conflict' globally with isolationist #Trump? Refusal to address climate change will create suffering &amp; instability.,"{'politics': 0.8398162126541138, 'wildlife': 0.064130999147892, 'technology': 0.05799484997987747, 'finance': 0.038057953119277954}",0.05799484997987747,0.8398162126541138,0.038057953119277954,0.064130999147892,politics,0.8398162126541138
Tokyo Waste Processing Center. World class &amp; should be studied. Could solve our global climate change problem. ,"{'technology': 0.8752569556236267, 'politics': 0.052036162465810776, 'finance': 0.05043673887848854, 'wildlife': 0.022270161658525467}",0.8752569556236267,0.052036162465810776,0.05043673887848854,0.022270161658525467,technology,0.8752569556236267
@ayana_ramberg and why even bring up global warming right?Me and you both know it's a hoax!None of the stuff you leÃ¢â‚¬Â¦ ,"{'politics': 0.3986497223377228, 'wildlife': 0.23386403918266296, 'technology': 0.20969665050506592, 'finance': 0.15778960287570953}",0.20969665050506592,0.3986497223377228,0.15778960287570953,0.23386403918266296,politics,0.3986497223377228
"Donald Trump isn't the end of the world, but climate change may be ","{'politics': 0.5275038480758667, 'wildlife': 0.22145597636699677, 'technology': 0.15645892918109894, 'finance': 0.09458127617835999}",0.15645892918109894,0.5275038480758667,0.09458127617835999,0.22145597636699677,politics,0.5275038480758667
"Forgetting all of Trumps other archaic views for a second, I cannot comprehend how the fucking idiot doesn't believe in climate change.","{'politics': 0.9053024649620056, 'technology': 0.04188575595617294, 'wildlife': 0.03664499521255493, 'finance': 0.016166778281331062}",0.04188575595617294,0.9053024649620056,0.016166778281331062,0.03664499521255493,politics,0.9053024649620056
I just hope that we'll actually start to care about our planet and help stop global warming,"{'wildlife': 0.44236332178115845, 'technology': 0.23763945698738098, 'politics': 0.21462446451187134, 'finance': 0.10537274926900864}",0.23763945698738098,0.21462446451187134,0.10537274926900864,0.44236332178115845,wildlife,0.44236332178115845
#Climate4Impact usecase: #Impacts of #climate change on #crop #yields in the #tropics ,"{'technology': 0.5115554332733154, 'finance': 0.19795016944408417, 'wildlife': 0.15373268723487854, 'politics': 0.13676171004772186}",0.5115554332733154,0.13676171004772186,0.19795016944408417,0.15373268723487854,technology,0.5115554332733154
"My entire family: 'The people who believe in climate change are getting paid to.'

Note: my entire family gets paid to deny climate change.","{'politics': 0.50916588306427, 'technology': 0.21794071793556213, 'finance': 0.1480378359556198, 'wildlife': 0.12485559284687042}",0.21794071793556213,0.50916588306427,0.1480378359556198,0.12485559284687042,politics,0.50916588306427
@simplysune14 @RC1023FM some leader don't believe in climate change in especially when it don't change there pocket,"{'politics': 0.8844434022903442, 'wildlife': 0.04358326643705368, 'technology': 0.04195549339056015, 'finance': 0.030017871409654617}",0.04195549339056015,0.8844434022903442,0.030017871409654617,0.04358326643705368,politics,0.8844434022903442
"New paper: climate change impacts on upper Indus basin hydrology
 ","{'technology': 0.29726096987724304, 'wildlife': 0.2850910425186157, 'finance': 0.21825958788394928, 'politics': 0.19938845932483673}",0.29726096987724304,0.19938845932483673,0.21825958788394928,0.2850910425186157,technology,0.29726096987724304
@realDonaldTrump YAY! Only 1 thing concerns me. Please look more into climate change. Those boys who deny it get biÃ¢â‚¬Â¦ ,"{'politics': 0.5534504652023315, 'technology': 0.21226347982883453, 'wildlife': 0.15128126740455627, 'finance': 0.08300476521253586}",0.21226347982883453,0.5534504652023315,0.08300476521253586,0.15128126740455627,politics,0.5534504652023315
"it's going to be ok except for americans who will lose obama care, and jobs and probably climate change action, otherwise....","{'politics': 0.6591765880584717, 'technology': 0.18781746923923492, 'wildlife': 0.08289271593093872, 'finance': 0.07011324167251587}",0.18781746923923492,0.6591765880584717,0.07011324167251587,0.08289271593093872,politics,0.6591765880584717
Who knows what Trump could mean for global warming Ã°Å¸ËœÂ±Ã°Å¸ËœÂ°,"{'politics': 0.5364246368408203, 'technology': 0.2222534716129303, 'wildlife': 0.15235894918441772, 'finance': 0.08896292001008987}",0.2222534716129303,0.5364246368408203,0.08896292001008987,0.15235894918441772,politics,0.5364246368408203
"#TrumpProtest TRump doesnt believe in climate change...WTF how will we breathe or drink water or SURVIVE if our air, water, land is dirty?!","{'politics': 0.8844170570373535, 'wildlife': 0.04730810970067978, 'technology': 0.046331629157066345, 'finance': 0.02194308117032051}",0.046331629157066345,0.8844170570373535,0.02194308117032051,0.04730810970067978,politics,0.8844170570373535
@Bolt_RSS well done tonight ie climate change(Steve price show) they R commiting us 2 paying $1billion a year under this agreement !!!!,"{'politics': 0.5280548930168152, 'finance': 0.1880435198545456, 'technology': 0.17005904018878937, 'wildlife': 0.11384252458810806}",0.17005904018878937,0.5280548930168152,0.1880435198545456,0.11384252458810806,politics,0.5280548930168152
The cruelty of climate change: Africa's poor hit the hardest ,"{'wildlife': 0.42383524775505066, 'politics': 0.22433428466320038, 'finance': 0.1860094517469406, 'technology': 0.16582098603248596}",0.16582098603248596,0.22433428466320038,0.1860094517469406,0.42383524775505066,wildlife,0.42383524775505066
"Appointing a global warming denier to head the EPA.

And so it begins folks.. ","{'politics': 0.9496952295303345, 'technology': 0.024174638092517853, 'wildlife': 0.016245514154434204, 'finance': 0.009884635917842388}",0.024174638092517853,0.9496952295303345,0.009884635917842388,0.016245514154434204,politics,0.9496952295303345
@Atrectus @CNN On the very beginning. His comments are disgusting for a president. He even thinks global warming is a false Chinese's idea,"{'politics': 0.8571401238441467, 'technology': 0.08820496499538422, 'wildlife': 0.03039591945707798, 'finance': 0.024258945137262344}",0.08820496499538422,0.8571401238441467,0.024258945137262344,0.03039591945707798,politics,0.8571401238441467
Kentut dari hewan-hewan purba adalah penyebab utama global warming di zaman dinosaurus. [BBCnews],"{'technology': 0.3306560218334198, 'wildlife': 0.26398447155952454, 'politics': 0.24234434962272644, 'finance': 0.16301511228084564}",0.3306560218334198,0.24234434962272644,0.16301511228084564,0.26398447155952454,technology,0.3306560218334198
"Trump's first day in office: cancel UN climate change agreement, reimplement Keystone Pipeline, and much, much more. ","{'politics': 0.9065428972244263, 'finance': 0.035920508205890656, 'technology': 0.0329219251871109, 'wildlife': 0.024614660069346428}",0.0329219251871109,0.9065428972244263,0.035920508205890656,0.024614660069346428,politics,0.9065428972244263
Donald Trump will be the only world leader to deny climate change...  by #MSMWatchdog2013 via @c0nvey,"{'politics': 0.9313970804214478, 'technology': 0.03532343730330467, 'wildlife': 0.018428582698106766, 'finance': 0.014850831590592861}",0.03532343730330467,0.9313970804214478,0.014850831590592861,0.018428582698106766,politics,0.9313970804214478
Trump election casts shadow over COP 22 climate change talks  #actonclimate #buffoon #stillnevertrump #notmypresident,"{'politics': 0.848667323589325, 'technology': 0.057088229805231094, 'wildlife': 0.05220929905772209, 'finance': 0.04203515499830246}",0.057088229805231094,0.848667323589325,0.04203515499830246,0.05220929905772209,politics,0.848667323589325
The UN... and hiring a climate change skeptic to be the leader of the EPA... #ripEarth,"{'politics': 0.9219768643379211, 'wildlife': 0.031182125210762024, 'technology': 0.029656777158379555, 'finance': 0.017184222117066383}",0.029656777158379555,0.9219768643379211,0.017184222117066383,0.031182125210762024,politics,0.9219768643379211
"@ladydebidebz1 @MyJRA it does. And we're about to get another one soon, I hear.

But hey, climate change is hoax, right? Right. Lulz","{'politics': 0.44138675928115845, 'technology': 0.26776185631752014, 'wildlife': 0.1856110841035843, 'finance': 0.10524025559425354}",0.26776185631752014,0.44138675928115845,0.10524025559425354,0.1856110841035843,politics,0.44138675928115845
My city of 2 million people is currently without water because our glacier is completely gone and you have the nerve to doubt climate change,"{'politics': 0.4860583543777466, 'technology': 0.24190948903560638, 'wildlife': 0.1516241431236267, 'finance': 0.12040799111127853}",0.24190948903560638,0.4860583543777466,0.12040799111127853,0.1516241431236267,politics,0.4860583543777466
"dumbass racist, sexist, misogynist, lying and unqualified corn muffin who thinks climate change is a hoax.","{'politics': 0.9208000898361206, 'technology': 0.031784866005182266, 'finance': 0.02449190430343151, 'wildlife': 0.022923145443201065}",0.031784866005182266,0.9208000898361206,0.02449190430343151,0.022923145443201065,politics,0.9208000898361206
"Freakin hell one minute we have global warming, next it's bloody ice age. Who comes up with this crap? Political poÃ¢â‚¬Â¦ ","{'politics': 0.9798145890235901, 'technology': 0.008805603720247746, 'wildlife': 0.008522509597241879, 'finance': 0.0028572184965014458}",0.008805603720247746,0.9798145890235901,0.0028572184965014458,0.008522509597241879,politics,0.9798145890235901
We wonÃ¢â‚¬â„¢t avoid dangerous climate change. ThatÃ¢â‚¬â„¢s what the US decided last night. ThereÃ¢â‚¬â„¢s no point pretending otherwise.',"{'politics': 0.6612681150436401, 'wildlife': 0.1345861256122589, 'technology': 0.12094578891992569, 'finance': 0.0831998884677887}",0.12094578891992569,0.6612681150436401,0.0831998884677887,0.1345861256122589,politics,0.6612681150436401
"If we want to stop climate change, we're going to have to pay for it  via @HuffPostGreen","{'finance': 0.5828316807746887, 'politics': 0.29105252027511597, 'wildlife': 0.0645151436328888, 'technology': 0.061600618064403534}",0.061600618064403534,0.29105252027511597,0.5828316807746887,0.0645151436328888,finance,0.5828316807746887
@FoxNews Paul Ryan can't be more wrong. Wrong direction is The nine climate change taking away a woman's right to choose and so on,"{'politics': 0.8907392621040344, 'technology': 0.04423515871167183, 'finance': 0.0376502200961113, 'wildlife': 0.027375297620892525}",0.04423515871167183,0.8907392621040344,0.0376502200961113,0.027375297620892525,politics,0.8907392621040344
Donald Trump isn&amp;#39;t scrapping climate change laws to help the working man. He&amp;#39;s doing it ... -  - -,"{'politics': 0.8575537204742432, 'technology': 0.07786668837070465, 'finance': 0.03782501816749573, 'wildlife': 0.026754576712846756}",0.07786668837070465,0.8575537204742432,0.03782501816749573,0.026754576712846756,politics,0.8575537204742432
"... TragÃƒÂ©dia, tristeza! E Trump NEGA qualquer problema de 'climate change'! ","{'politics': 0.6641597747802734, 'technology': 0.13244855403900146, 'wildlife': 0.12130105495452881, 'finance': 0.08209060877561569}",0.13244855403900146,0.6641597747802734,0.08209060877561569,0.12130105495452881,politics,0.6641597747802734
I really don't see why you can't read the Bible AND believe in climate change,"{'technology': 0.30896419286727905, 'wildlife': 0.2803077697753906, 'politics': 0.24127978086471558, 'finance': 0.16944830119609833}",0.30896419286727905,0.24127978086471558,0.16944830119609833,0.2803077697753906,technology,0.30896419286727905
Dams raise global warming gas: SciDev  #climate #environment More: ,"{'technology': 0.8491948246955872, 'wildlife': 0.06939245015382767, 'politics': 0.048901572823524475, 'finance': 0.032511211931705475}",0.8491948246955872,0.048901572823524475,0.032511211931705475,0.06939245015382767,technology,0.8491948246955872
"@An0malyMusic @TrapBernie no, because GOP doesn't believe in global warming and loves their oil.","{'politics': 0.9618139266967773, 'technology': 0.019673388451337814, 'finance': 0.009583872742950916, 'wildlife': 0.008928842842578888}",0.019673388451337814,0.9618139266967773,0.009583872742950916,0.008928842842578888,politics,0.9618139266967773
Anyone know any open source projects working on problems related to climate change?,"{'technology': 0.9235249757766724, 'wildlife': 0.028536813333630562, 'politics': 0.026541778817772865, 'finance': 0.02139642834663391}",0.9235249757766724,0.026541778817772865,0.02139642834663391,0.028536813333630562,technology,0.9235249757766724
@TurnbullMalcolm there is no fucking global warming ,"{'politics': 0.5725588202476501, 'technology': 0.17382614314556122, 'wildlife': 0.17149701714515686, 'finance': 0.08211805671453476}",0.17382614314556122,0.5725588202476501,0.08211805671453476,0.17149701714515686,politics,0.5725588202476501
i think the day i understand why many people don't think climate change is real is the day i die,"{'wildlife': 0.28246113657951355, 'technology': 0.28173813223838806, 'politics': 0.27374371886253357, 'finance': 0.1620570421218872}",0.28173813223838806,0.27374371886253357,0.1620570421218872,0.28246113657951355,wildlife,0.28246113657951355
Indian OceanÃ¢â‚¬â„¢s widening current to impact climate change | ,"{'wildlife': 0.5084912180900574, 'technology': 0.20749066770076752, 'politics': 0.14907582104206085, 'finance': 0.13494226336479187}",0.20749066770076752,0.14907582104206085,0.13494226336479187,0.5084912180900574,wildlife,0.5084912180900574
@voxdotcom White people cause climate change? Can I see the study on skin color and the environment? It sounds simply fascinating.,"{'wildlife': 0.4471418857574463, 'politics': 0.23886597156524658, 'technology': 0.21380311250686646, 'finance': 0.10018905252218246}",0.21380311250686646,0.23886597156524658,0.10018905252218246,0.4471418857574463,wildlife,0.4471418857574463
@MajorKeyP well he did as much as he could to discredit climate change. I guess we'll see,"{'politics': 0.8400489687919617, 'technology': 0.06321053206920624, 'wildlife': 0.05195381119847298, 'finance': 0.04478663578629494}",0.06321053206920624,0.8400489687919617,0.04478663578629494,0.05195381119847298,politics,0.8400489687919617
What does a Trump presidency mean for climate change? #Tech #TechNews ,"{'technology': 0.8600506782531738, 'politics': 0.11511624604463577, 'wildlife': 0.014211809262633324, 'finance': 0.010621308349072933}",0.8600506782531738,0.11511624604463577,0.010621308349072933,0.014211809262633324,technology,0.8600506782531738
What does a Trump presidency mean for climate change?  ,"{'politics': 0.7534314393997192, 'wildlife': 0.10783275961875916, 'technology': 0.07813934981822968, 'finance': 0.06059648469090462}",0.07813934981822968,0.7534314393997192,0.06059648469090462,0.10783275961875916,politics,0.7534314393997192
"Describes the global warming supporters, actually&gt;&gt;@ClimateOpp","{'politics': 0.5438632369041443, 'technology': 0.17731057107448578, 'wildlife': 0.1597863882780075, 'finance': 0.11903984099626541}",0.17731057107448578,0.5438632369041443,0.11903984099626541,0.1597863882780075,politics,0.5438632369041443
@KayWhiteKTCO they also come from people whose job is dependent upon research dollars for climate change.,"{'technology': 0.5313693881034851, 'finance': 0.19075265526771545, 'politics': 0.16868028044700623, 'wildlife': 0.10919760912656784}",0.5313693881034851,0.16868028044700623,0.19075265526771545,0.10919760912656784,technology,0.5313693881034851
1. Another huge blow to the world. A climate change denialist gets hired to head up the Environmental Protection Agency. #TrumpPresident,"{'politics': 0.8628267049789429, 'technology': 0.07092642039060593, 'wildlife': 0.0422440804541111, 'finance': 0.024002743884921074}",0.07092642039060593,0.8628267049789429,0.024002743884921074,0.0422440804541111,politics,0.8628267049789429
To deal with climate change we need a new financial system #EmoryEE2016 ,"{'finance': 0.9650120735168457, 'technology': 0.015932437032461166, 'politics': 0.010915401391685009, 'wildlife': 0.008140104822814465}",0.015932437032461166,0.010915401391685009,0.9650120735168457,0.008140104822814465,finance,0.9650120735168457
"Trumps 1st day: 1. Repeal Obamacare, 2. Cancel Obama executive orders (mostly re: climate change), 3. Supreme Court, 4. Cancel Iran Deal.","{'politics': 0.8288993835449219, 'technology': 0.06617140769958496, 'wildlife': 0.05859346315264702, 'finance': 0.04633575677871704}",0.06617140769958496,0.8288993835449219,0.04633575677871704,0.05859346315264702,politics,0.8288993835449219
@bstein80 more federalism cannot solve national/international problems like climate change.,"{'politics': 0.46812009811401367, 'wildlife': 0.20430563390254974, 'technology': 0.18861697614192963, 'finance': 0.13895726203918457}",0.18861697614192963,0.46812009811401367,0.13895726203918457,0.20430563390254974,politics,0.46812009811401367
"They asked me what my inspiration was, I told them global warming.","{'wildlife': 0.3002660572528839, 'technology': 0.30017173290252686, 'politics': 0.21134789288043976, 'finance': 0.18821437656879425}",0.30017173290252686,0.21134789288043976,0.18821437656879425,0.3002660572528839,wildlife,0.3002660572528839
@amcp BBC News at One crid:5ai0q6 ... He has repeatedly denied humans cause climate change and pledges to back recent ...,"{'politics': 0.7269008755683899, 'technology': 0.12941910326480865, 'wildlife': 0.10393789410591125, 'finance': 0.0397421158850193}",0.12941910326480865,0.7269008755683899,0.0397421158850193,0.10393789410591125,politics,0.7269008755683899
YahooNews: Environmentalists fear President-elect TrumpÃ¢â‚¬â„¢s climate change policies  ,"{'politics': 0.8238567113876343, 'wildlife': 0.08360398560762405, 'technology': 0.059879761189222336, 'finance': 0.032659489661455154}",0.059879761189222336,0.8238567113876343,0.032659489661455154,0.08360398560762405,politics,0.8238567113876343
future generations will study how inbred morons in the south and Midwest elected a man who denied global warming in 2016,"{'politics': 0.9630906581878662, 'technology': 0.016652092337608337, 'wildlife': 0.011463791131973267, 'finance': 0.008793428540229797}",0.016652092337608337,0.9630906581878662,0.008793428540229797,0.011463791131973267,politics,0.9630906581878662
"@AlasdairTurner Smart move. You may need it because, the new adminstration has confirmed global warming is a hoax. ","{'politics': 0.6052874326705933, 'technology': 0.2786693871021271, 'wildlife': 0.05905955284833908, 'finance': 0.056983597576618195}",0.2786693871021271,0.6052874326705933,0.056983597576618195,0.05905955284833908,politics,0.6052874326705933
The Paris climate change deal has become law; an important step towards fighting climate change. ,"{'politics': 0.39712342619895935, 'technology': 0.26041269302368164, 'wildlife': 0.17918123304843903, 'finance': 0.16328264772891998}",0.26041269302368164,0.39712342619895935,0.16328264772891998,0.17918123304843903,politics,0.39712342619895935
"Trump has claimed that climate change is a hoax, so what will that mean for environmental policy on Delmarva? ","{'politics': 0.9280120730400085, 'wildlife': 0.03752226382493973, 'technology': 0.01980285719037056, 'finance': 0.01466281060129404}",0.01980285719037056,0.9280120730400085,0.01466281060129404,0.03752226382493973,politics,0.9280120730400085
Ã°Å¸â€œÂ· One of my favorite books on climate change denial. ,"{'wildlife': 0.33183228969573975, 'technology': 0.2619992196559906, 'politics': 0.22939537465572357, 'finance': 0.1767731010913849}",0.2619992196559906,0.22939537465572357,0.1767731010913849,0.33183228969573975,wildlife,0.33183228969573975
i had forgot to #share that yes ''I DID #LIKED A TWEET OF @UN RELATED TO climate change of last possibly only 4-6 hours!!!! SO YESSS!! as th,"{'technology': 0.4922005534172058, 'politics': 0.26498177647590637, 'wildlife': 0.14728280901908875, 'finance': 0.09553486853837967}",0.4922005534172058,0.26498177647590637,0.09553486853837967,0.14728280901908875,technology,0.4922005534172058
just gunna say Obamacare makes it so my mom can keep living her life and I believe in global warming.,"{'politics': 0.7825169563293457, 'technology': 0.09313741326332092, 'finance': 0.0688219889998436, 'wildlife': 0.05552360415458679}",0.09313741326332092,0.7825169563293457,0.0688219889998436,0.05552360415458679,politics,0.7825169563293457
@ILRI Johanna Lindahl presentation on Rift Valley fever emphasises the role of emerging diseases and climate change ,"{'wildlife': 0.6256933808326721, 'technology': 0.1590801626443863, 'finance': 0.10923591256141663, 'politics': 0.10599053651094437}",0.1590801626443863,0.10599053651094437,0.10923591256141663,0.6256933808326721,wildlife,0.6256933808326721
Oil companies buy politicians and how so many still don't regard climate change as a global threat.,"{'politics': 0.9442164301872253, 'finance': 0.045417025685310364, 'technology': 0.005699364934116602, 'wildlife': 0.004667220637202263}",0.005699364934116602,0.9442164301872253,0.045417025685310364,0.004667220637202263,politics,0.9442164301872253
Sadly my parents are those people who think climate change isn't a problem and voted for trump,"{'politics': 0.9211439490318298, 'technology': 0.0292824637144804, 'wildlife': 0.028976690024137497, 'finance': 0.02059687301516533}",0.0292824637144804,0.9211439490318298,0.02059687301516533,0.028976690024137497,politics,0.9211439490318298
Trump's energy policy includes scrapping Obama's climate change efforts and reviving coal. #climatechange ,"{'politics': 0.8838120102882385, 'technology': 0.041905421763658524, 'finance': 0.03723115101456642, 'wildlife': 0.037051424384117126}",0.041905421763658524,0.8838120102882385,0.03723115101456642,0.037051424384117126,politics,0.8838120102882385
Follow @projectARCC if you want to hear more about what A/V and digital archivists can do about climate change activism #AVhack16,"{'technology': 0.9727953672409058, 'politics': 0.018883157521486282, 'wildlife': 0.005498100537806749, 'finance': 0.002823448507115245}",0.9727953672409058,0.018883157521486282,0.002823448507115245,0.005498100537806749,technology,0.9727953672409058
Leader of the 'free' world on climate change: ,"{'politics': 0.6579992771148682, 'wildlife': 0.1851164549589157, 'technology': 0.0948372483253479, 'finance': 0.06204705685377121}",0.0948372483253479,0.6579992771148682,0.06204705685377121,0.1851164549589157,politics,0.6579992771148682
#Iamwithher #Debate #DNCLeak #Election2016 #SNOBS climate change is directly related to global terrorism ,"{'politics': 0.8734598159790039, 'technology': 0.054171398282051086, 'finance': 0.03627399355173111, 'wildlife': 0.03609481081366539}",0.054171398282051086,0.8734598159790039,0.03627399355173111,0.03609481081366539,politics,0.8734598159790039
If you don't believe in climate change or evolution you're honestly fucking retarded,"{'technology': 0.33612892031669617, 'wildlife': 0.2683893144130707, 'politics': 0.2576070725917816, 'finance': 0.13787461817264557}",0.33612892031669617,0.2576070725917816,0.13787461817264557,0.2683893144130707,technology,0.33612892031669617
One of the key issues that I really feel passionate about is climate change.,"{'politics': 0.33190882205963135, 'wildlife': 0.2724190652370453, 'technology': 0.22167420387268066, 'finance': 0.17399798333644867}",0.22167420387268066,0.33190882205963135,0.17399798333644867,0.2724190652370453,politics,0.33190882205963135
Not one to wade in on political affairs but I desperately hope Trump doesn't cut funding for clean energy/climate change initiatives,"{'politics': 0.7474340796470642, 'finance': 0.16101950407028198, 'technology': 0.08340468257665634, 'wildlife': 0.00814174022525549}",0.08340468257665634,0.7474340796470642,0.16101950407028198,0.00814174022525549,politics,0.7474340796470642
Conservatives elected Trump; now they own climate change - The Guardian ,"{'politics': 0.9256475567817688, 'wildlife': 0.02816416695713997, 'technology': 0.025181418284773827, 'finance': 0.02100682072341442}",0.025181418284773827,0.9256475567817688,0.02100682072341442,0.02816416695713997,politics,0.9256475567817688
When you're going to school to fix climate change and to be a climatologist and the future president doesn't think climate change is real,"{'politics': 0.7303879261016846, 'technology': 0.16790010035037994, 'wildlife': 0.05531222000718117, 'finance': 0.04639972373843193}",0.16790010035037994,0.7303879261016846,0.04639972373843193,0.05531222000718117,politics,0.7303879261016846
Still cant believe Americans voted a pres who doesn't believe in climate change. So much for 'stumbling the establishment' #ThursdayThoughts,"{'politics': 0.9534504413604736, 'technology': 0.0177959855645895, 'finance': 0.014397011138498783, 'wildlife': 0.014356552623212337}",0.0177959855645895,0.9534504413604736,0.014397011138498783,0.014356552623212337,politics,0.9534504413604736
"The smoke from the north Georgia wild fires has made it into Atlanta... scary. No climate change to here see, nope...","{'wildlife': 0.5083174109458923, 'technology': 0.199011892080307, 'politics': 0.177530437707901, 'finance': 0.11514025926589966}",0.199011892080307,0.177530437707901,0.11514025926589966,0.5083174109458923,wildlife,0.5083174109458923
"In the first 100 days, Trumps actions to protect the American Worker #7 cancel payment to UN climate change programÃ¢â‚¬Â¦ ","{'politics': 0.8209328651428223, 'technology': 0.09430870413780212, 'finance': 0.06015591695904732, 'wildlife': 0.0246026199311018}",0.09430870413780212,0.8209328651428223,0.06015591695904732,0.0246026199311018,politics,0.8209328651428223
"anyone supporting Trump's views on climate change,selfish narrow minded people,think of ur grandchildren &amp;the earth you want them to live in","{'politics': 0.9259060025215149, 'wildlife': 0.04003765806555748, 'technology': 0.019217075780034065, 'finance': 0.014839370734989643}",0.019217075780034065,0.9259060025215149,0.014839370734989643,0.04003765806555748,politics,0.9259060025215149
