sequence,labels_scores,media,label,score
Time for Christmas music...but global warming won't let me get in the mood,{'media': 0.03640450909733772},0.03640450909733772,media,0.03640450909733772
November 1 the high is 85 and the dude running for president doesn't think global warming is real,{'media': 0.11867006123065948},0.11867006123065948,media,0.11867006123065948
Green News: How a rapper is tackling climate change ,{'media': 0.2695712447166443},0.2695712447166443,media,0.2695712447166443
Cartoon: If the media covered climate change the way it covers Hillary's email ,{'media': 0.9636068344116211},0.9636068344116211,media,0.9636068344116211
@muzikgirl11 I hope global warming keeps it 84 and sunny in southern florida for the rest of our lives.,{'media': 0.0818382129073143},0.0818382129073143,media,0.0818382129073143
"wow, 64 degrees in November?! this is global warming at its finest",{'media': 0.19328714907169342},0.19328714907169342,media,0.19328714907169342
"In rare move, #China criticizes Trump plan to exit climate change pact  via @Reuters #climatechange",{'media': 0.791520357131958},0.791520357131958,media,0.791520357131958
"In rare move, China criticizes Trump plan to exit climate change pact  via @Reuters",{'media': 0.3357333540916443},0.3357333540916443,media,0.3357333540916443
"In rare move, China criticizes Trump plan to exit climate change pact:  via @Reuters",{'media': 0.18367895483970642},0.18367895483970642,media,0.18367895483970642
"Th teaser for GUILT TRIP
a climate change film with a skiing problem is dropping today. 
TheÃ¢â‚¬Â¦ ",{'media': 0.6015235185623169},0.6015235185623169,media,0.6015235185623169
@tonyschwartz @kimmie8264 And says climate change is a hoax. This will ensure America will be the bully that destroys earth. Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡,{'media': 0.25139009952545166},0.25139009952545166,media,0.25139009952545166
